JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
PhD in Controls on Miocene sediment dispersal in the Roer Valley Graben in the southern Netherlands,Vrije Universiteit Amsterdam,Amsterdam-Zuidoost,Meer dan 30 dagen geleden,03-01-2021,"Write a PhD thesis consisting of peer-reviewed scientific papers.
From forest fires to big data, from obesity to medicines and from molecules to the moon: our…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=f367b6893d2f2ff9&fccid=7fcd0afcba4c0099&vjs=3
Stage: Challenging E-commerce Marketplaces internship for international brands,ESSD Consulting,Amsterdam,Meer dan 30 dagen geleden,03-01-2021,"We provide the option to work on your school project/thesis.
Analyzing customer behavior, competitors, and other data to provide key insights and make decisions…",,https://nl.indeed.com/rc/clk?jk=a1ea7eb979af6407&fccid=5e682ca8521f1325&vjs=3
Stage: Challenging E-commerce Marketplaces internship for international brands,ESSD Consulting,Amsterdam,Meer dan 30 dagen geleden,03-01-2021,"We provide the option to work on your school project/thesis.
Analyzing customer behavior, competitors, and other data to provide key insights and make decisions…",,https://nl.indeed.com/rc/clk?jk=a1ea7eb979af6407&fccid=5e682ca8521f1325&vjs=3
PhD student | ‘Standardizing image analysis of ASL MRI Blood-Brain Barrier integrity scans’,VUmc,Amsterdam Zuid,17 dagen geleden,03-01-2021,"Write scientific papers and a thesis about your findings.
Please provide – in English – a motivation letter and CV, and, if available, a recommendation letter…",,https://nl.indeed.com/rc/clk?jk=6b2856ea84d32384&fccid=3efba77b340e53f5&vjs=3
Afstudeerstage Data & GDPR,PwC,Amsterdam,27 dagen geleden,03-01-2021,"Heb jij het idee dat innovatie, technologie en data dé oplossing vormen van elk klantprobleem?
Jouw belangrijkste activiteit is het schrijven van je thesis of…",,https://nl.indeed.com/rc/clk?jk=f5a42f55beb22578&fccid=5e964c4afc56b180&vjs=3
Electrical Failure Analysis (Intern),NXP Semiconductors,Nijmegen,19 dagen geleden,03-01-2021,"Partly working from home is an option but all the experimental data needs to be gathered at the premises of NXP.
What’s in it for you?",,https://nl.indeed.com/rc/clk?jk=cc47a317188b5a08&fccid=d113f5fdf3e1cb7b&vjs=3
PhD position in workaround mining,Universiteit Utrecht,Utrecht,Meer dan 30 dagen geleden,03-01-2021,"Hands-on knowledge of process mining, data mining, predictive analytics, or big data;
This PhD programme will prepare you for a range of interesting, data…","<span class=""salaryText"">
€3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=ed61d3f4a54e9ae6&fccid=1fef3c651d457079&vjs=3
PhD student,VUmc,Amsterdam Zuid,18 dagen geleden,03-01-2021,"Bringing all this work together in your PhD thesis.
A comprehensive overview of potential effective data collection methods for sensor assisted physical…",,https://nl.indeed.com/rc/clk?jk=ce1d919d9ca9ebc7&fccid=3efba77b340e53f5&vjs=3
PhD candidate on the project: In Silico World: Lowering barriers to adoption of In Silico Trials for coronary thrombosis,Erasmus MC,Rotterdam,4 dagen geleden,03-01-2021,"The research project should result in scientific publications, conference presentations, and ultimately in a PhD thesis.
Closing date 31-01-2021.",,https://nl.indeed.com/rc/clk?jk=15b64de6438dc085&fccid=79e434c294803209&vjs=3
PhD position in Computer Vision,Universiteit van Amsterdam,Amsterdam Centrum,17 dagen geleden,03-01-2021,"A link to your Master’s thesis;
Complete and defend a PhD thesis within the official appointment duration of four years;
Functieomvang 38 hours per week.","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=a9f5bd0abd7dd9b2&fccid=6d76c7ec59b89971&vjs=3
Internship | Non-intrusive model identification of a physics-based battery model,TNO,Helmond,Meer dan 30 dagen geleden,03-01-2021,"Algorithm testing with simulation data and (if time allows) with measured data from battery cells.
Identifiability analysis of the model parameters using…",,https://nl.indeed.com/rc/clk?jk=fb498f5ea888bdc6&fccid=ea11de2ae4cd5abc&vjs=3
Post-doc Research Position “Hybrid metrology for XUV Optics”,Universiteit Twente,Twente,Meer dan 30 dagen geleden,03-01-2021,"A pdf of your PhD thesis.
You have confirmed experience with scientific data analysis.
Advanced knowledge of statistical methods for data analysis is an…",,https://nl.indeed.com/rc/clk?jk=61ecde92f6f9f4ca&fccid=2bcdad5fb10f2262&vjs=3
PhD or Postdoc position on Probabilistic Modeling in the Wild,Universiteit van Amsterdam,Amsterdam Centrum,Meer dan 30 dagen geleden,03-01-2021,"This should lead to a dissertation (PhD thesis).
For PhD applicants: complete a PhD thesis within the duration of four years.
Functieomvang 38 hours per week.","<span class=""salaryText"">
€2.395 - €4.402 per maand</span>",https://nl.indeed.com/rc/clk?jk=d28d73917db987e6&fccid=6d76c7ec59b89971&vjs=3
Technology Venture Capital Senior Associate,INKEF Capital,Amsterdam,Meer dan 30 dagen geleden,03-01-2021,"Help expand our data-driven models to deal flow and portfolio hiring.
Performing deep dives into technology areas that could be of interest to INKEF and markets…",,https://nl.indeed.com/rc/clk?jk=c6fd1a6bc7f6773f&fccid=48021c00eafa0fca&vjs=3
PhD candidate on In-Silico Modelling of late Thrombosis on medical implants,Universiteit van Amsterdam,Amsterdam Centrum,17 dagen geleden,03-01-2021,"This should lead to a dissertation (PhD thesis).
Your master thesis and if you have them, publications,.
You will validate your models relying on existing data…","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=b0dca8367ec03354&fccid=6d76c7ec59b89971&vjs=3
PhD position in Software Language Engineering,Universiteit van Amsterdam,Amsterdam Centrum,18 dagen geleden,03-01-2021,"This should lead to a dissertation (PhD thesis).
Our research involves complex information systems at large, with a focus on collaborative, data driven,…","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=824435d899f6bfba&fccid=6d76c7ec59b89971&vjs=3
Scriptiestage Enterprise Data Management,Deloitte,Amsterdam,Meer dan 30 dagen geleden,03-01-2021,"Possible thesis topics could be in the field of: Data governance, commercial data strategy, operationalizing data management, Ecosystems& privacy or migrating…",,https://nl.indeed.com/rc/clk?jk=a233caef38388ef8&fccid=9e215d88a6b33622&vjs=3
PhD position in in Mathematical Machine Learning,Universiteit van Amsterdam,Amsterdam Centrum,25 dagen geleden,03-01-2021,"Adaptive Online Learning: Online learning deals with learning algorithms that process data sets sequentially, one data point at a time.","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=8bf3700fe39f5402&fccid=6d76c7ec59b89971&vjs=3
Internal Research Fellow (PostDoc) in Artificial Intelligence,European Space Agency,Noordwijk,Meer dan 30 dagen geleden,03-01-2021,"Hands-on experience with AI toolkits such as Tensorflow or Pytorch (from data collection via training to deployment);
Applications from women are encouraged.",,https://nl.indeed.com/rc/clk?jk=d6ba471a19867f29&fccid=a33fc8acf400e044&vjs=3
Internship Consumer Marketing - Female Hair Removal (immediate start),Philips,Amsterdam,17 dagen geleden,03-01-2021,"Owning the performance tracker, global and per market; coordinating and analyzing data.
Executing analysis on consumer and market data, e.g. translating ratings…",,https://nl.indeed.com/rc/clk?jk=c3b7e273fa215746&fccid=e4af9ca5b6d3a604&vjs=3
PhD in Black-tailed godwit management & demography,Rijksuniversiteit Groningen,Groningen,17 dagen geleden,03-01-2021,"A master degree in biology, ecology, statistics or data science.
Prolongation of the contract is contingent on sufficient progress in the first year to indicate…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=3a6d868d088be4a0&fccid=910095d1dc048510&vjs=3
Postdoc position: Understanding large scale spatiotemporal distributions of macrozoobenthos in the Dutch Wadden Sea,Royal NIOZ,Gemeente Texel,12 dagen geleden,03-01-2021,"Applicants must have a PhD degree, or aim to submit their PhD thesis for assessment by spring 2021.
The cover letter should include (1) a summary of the…",,https://nl.indeed.com/rc/clk?jk=c2aecf7d91f1451e&fccid=fcc567fe54122799&vjs=3
"Stages / Internships - MBO, Bachelor & Master",Vopak,Rotterdam,Meer dan 30 dagen geleden,03-01-2021,"Opdracht: Het verzamelen, verwerken en analyseren van data.
Grafana is a tool that visualizes 'streaming' data.
Are you the Intern we are looking for?",,https://nl.indeed.com/rc/clk?jk=cef8a16f1c2f135a&fccid=092c3d9e78927117&vjs=3
PhD candidate in Marine Microbiology,Universiteit van Amsterdam,Amsterdam Centrum,17 dagen geleden,03-01-2021,"Analyze data from laboratory and field experiments;
This should lead to a dissertation (PhD thesis).
Functieomvang 38 hours per week.
What are you going to do?","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=91fa6a89b990b985&fccid=6d76c7ec59b89971&vjs=3
Internal Research Fellow (PostDoc) in Advanced Space Architectures,European Space Agency,Noordwijk,Meer dan 30 dagen geleden,03-01-2021,"Proficiency in computer programming and data analysis.
A PhD (completed before take-up of duty) in architecture, civil engineering, materials science (or…",,https://nl.indeed.com/rc/clk?jk=55205522103041d3&fccid=a33fc8acf400e044&vjs=3
Two Assistant Professors of Developmental Psychopathology / Pedagogy (0.8 - 1.0 FTE),Radboud Universiteit,Nijmegen,16 dagen geleden,03-01-2021,"Furthermore, we expect you to supervise students during their internships and thesis projects.
You will contribute to both introductory and more specialist…","<span class=""salaryText"">
€5.826 per maand</span>",https://nl.indeed.com/rc/clk?jk=77fd42bb02d355c3&fccid=21efc97482d26157&vjs=3
PhD candidate in approximate computing techniques for embedded systems,Universiteit van Amsterdam,Amsterdam Centrum,13 dagen geleden,03-01-2021,"This should lead to a dissertation (PhD thesis).
Our research involves complex information systems at large, with a focus on collaborative, data driven,…","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=830cf5a5ec6a1a55&fccid=6d76c7ec59b89971&vjs=3
Internal Research Fellow (PostDoc) in Biomimetics,European Space Agency,Noordwijk,Meer dan 30 dagen geleden,03-01-2021,"Proficiency in computer programming and data analysis.
A PhD (completed before take-up of duty) in biology (or another discipline with a solid biomimetics focus…",,https://nl.indeed.com/rc/clk?jk=1c4e153d11abe498&fccid=a33fc8acf400e044&vjs=3
PhD Candidate: Understanding Old-Age Inequality (1.0 FTE),Radboud Universiteit,Nijmegen,Meer dan 30 dagen geleden,03-01-2021,"Proof of proficiency in writing English (e.g., a chapter of your Master's thesis or a paper).
These will be tested by applying advanced analysis techniques to…","<span class=""salaryText"">
€3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=d5c0c8eaaf29f5c5&fccid=21efc97482d26157&vjs=3
PhD in the ecology of Arthropod populations impacted by agriculture,Rijksuniversiteit Groningen,Groningen,17 dagen geleden,03-01-2021,"Demonstrable skills in scientific writing and data analysis.
Prolongation of the contract is contingent on sufficient progress in the first year to indicate…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=a74543bff54cfb18&fccid=910095d1dc048510&vjs=3
PhD-student: Efficient robust inference,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"Even in a big-data world, these situations occur often.
Finally, you will personally write and defend a PhD thesis that bundles your results as a coherent whole…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=da5a3d3f58e68102&fccid=b357aa510b1bb882&vjs=3
Student project: UWB Signal Processing for Combined Ranging and Radar,Imec,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"Recently, there has been a renewed interest in ultra-wideband based data communication and localization for smartphones.
What we do for you.",,https://nl.indeed.com/rc/clk?jk=fe49717dbd466f1e&fccid=684f456aed4a098b&vjs=3
PhD in the spatial ecology of migratory grassland breeding birds,Rijksuniversiteit Groningen,Groningen,17 dagen geleden,03-01-2021,"Demonstrable skills in scientific writing and data analysis.
A master degree in ecology, earth sciences or data science.
Anne Beaulieu and Dr Heinrich Belting.","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=f31febf2fe71fd59&fccid=910095d1dc048510&vjs=3
15 PhD students for the ETUDE programme to study Functional Disorders across Eur,UMCG,Groningen,13 dagen geleden,03-01-2021,Applicants must be willing to spend a prolonged time in another institute/country of the network during the PhD thesis period.,,https://nl.indeed.com/rc/clk?jk=81584bbe6903d81e&fccid=905807a1f53ae0e9&vjs=3
"Assistant Professor at the department of Industrial Design, understanding human behavior through data, AI and Machine learning",Euflex,Eindhoven,16 dagen geleden,03-01-2021,"The assistant professor should have strong data analytical and data visualization skills, expertise in designing prototypes in the field of vital life (and/or…",,https://nl.indeed.com/rc/clk?jk=a2f039778f595acb&fccid=e439f1db5e66d3bf&vjs=3
Biomedical Field Test Engineer,Imec,Wageningen,Meer dan 30 dagen geleden,03-01-2021,"Experience in data collection on human subjects and data analysis is a plus.
Support senior researchers in their data analysis.
What we do for you.",,https://nl.indeed.com/rc/clk?jk=0682c30fbdf968c8&fccid=684f456aed4a098b&vjs=3
Post-doctoral researcher in Machine Translation for sign and oral languages,Tilburg University,Tilburg,12 dagen geleden,03-01-2021,"To develop a pipeline for updating the intermediate representation with new data.
Knowledge and experience with sign language and / or proficiency in at least…",,https://nl.indeed.com/rc/clk?jk=d9c0be4d141ee1a3&fccid=b9529daf9f1d0324&vjs=3
Student project: Asynchronous ADC design for neuromorphic systems,Imec,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"This novel ADC will enable data compression by directly computing on the large amount of data available in the analog domain, resulting in the transmission of…",,https://nl.indeed.com/rc/clk?jk=cb25044bde13a929&fccid=684f456aed4a098b&vjs=3
The long-term relationship between sea-level change and sedimentation in the North Sea,Royal NIOZ,Gemeente Texel,17 dagen geleden,03-01-2021,"The main task will be to conduct the PhD research, resulting in a PhD thesis.
The core of this research project consists in the inclusion of sedimentation from…",,https://nl.indeed.com/rc/clk?jk=9895c632fa2000c1&fccid=fcc567fe54122799&vjs=3
"SENIOR MANAGER, STRATEGY AND M&A (m/f/d)",TE Connectivity,Den Bosch,Meer dan 30 dagen geleden,03-01-2021,Track-record of success in originating growth ideas and creating investment thesis that led to significant organic and/or inorganic investments.,,https://nl.indeed.com/rc/clk?jk=32123369f3736f33&fccid=adb7c04d7caa1bd2&vjs=3
Postdoctoral researcher Dairy Science and Technology,Wageningen University & Research,Wageningen,17 dagen geleden,03-01-2021,"Participate in designing and setting up of new thesis projects for students, and supervise thesis students;
Experience in educational activities (e.g. student…",,https://nl.indeed.com/rc/clk?jk=461034278516ad9d&fccid=4be1581f8d3745b0&vjs=3
Internal Research Fellow (PostDoc) in Model-Based System Engineering,European Space Agency,Noordwijk,Meer dan 30 dagen geleden,03-01-2021,"Solving issues related to semantic interoperability, i.e. how to use the global conceptual data model (ontology) to drive data communication within the system…",,https://nl.indeed.com/rc/clk?jk=acd321804870468e&fccid=a33fc8acf400e044&vjs=3
PhD student in Arctic coastal erosion,Vrije Universiteit Amsterdam,Amsterdam-Zuidoost,24 dagen geleden,03-01-2021,"Finalize your work into a PhD thesis.
From forest fires to big data, from obesity to medicines and from molecules to the moon: our teaching and research…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=4481db5badfde843&fccid=7fcd0afcba4c0099&vjs=3
Payroll Operations Intern - German speaker,IDEXX,Hoofddorp,27 dagen geleden,03-01-2021,"Provide payroll feedback and data to support ongoing HR projects.
Support payroll team in the driving country and regional payroll initiatives by providing…",,https://nl.indeed.com/rc/clk?jk=0ef56ba5f1e0d922&fccid=0ad4c4a48e8d4d46&vjs=3
"PhD position on Dark matter theory, Astroparticle physics and Machine learning",Universiteit van Amsterdam,Amsterdam Centrum,25 dagen geleden,03-01-2021,"This should lead to a dissertation (PhD thesis).
A research statement (past research activities including master thesis, future interests);","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=1d64502a50a0be76&fccid=6d76c7ec59b89971&vjs=3
PHD Behavioral Medicine (MCP),Tilburg University,Tilburg,Meer dan 30 dagen geleden,03-01-2021,"Schrijven van een PhD-thesis.
Verzamelen van data (zowel kwalitatief als kwantitatief).
U bent zeer gemotiveerd om in de wetenschap te werken en om succesvol…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=c879c68af73e92bd&fccid=b9529daf9f1d0324&vjs=3
PhD Candidate/Junior Lecturer in Methodology (1.0 FTE),Radboud Universiteit,Nijmegen,19 dagen geleden,03-01-2021,"The ability to finish your PhD thesis in time, i.e. strong skills in project management, flexibility, proactive behaviour and excellent academic writing skills.","<span class=""salaryText"">
€4.402 per maand</span>",https://nl.indeed.com/rc/clk?jk=8cfe421195147481&fccid=21efc97482d26157&vjs=3
PhD in Computer Vision,TU Delft,Delft,16 dagen geleden,03-01-2021,"A link to your Master’s thesis.
A link to git repository containing the source code of your thesis / projects (if existing).
Prof. in the Computer Vision Lab.","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=11720740567f95b1&fccid=43dfbb216f29aaed&vjs=3
PhD position available on User-centered optimisation for immersive media,CWI,Amsterdam,24 dagen geleden,03-01-2021,"We combine data science with a strong human-centric, empirical approach.
However, since large volumes of data, several orders of magnitude larger than…",,https://nl.indeed.com/rc/clk?jk=3d1a52c5c4a44469&fccid=55c5d0e08cf4803f&vjs=3
Finance Internship Business unit Agriculture/ Systems & Services,Signify,Eindhoven,24 dagen geleden,03-01-2021,"Ready to learn on the job and not required to do a thesis.
Through our leadership in connected lighting and the Internet of Things, we’re breaking new grounds…",,https://nl.indeed.com/rc/clk?jk=b31c7da7297049cc&fccid=508609a1a9ea1ca9&vjs=3
PhD position FinTech and Consumer Law,Rijksuniversiteit Groningen,Groningen,Meer dan 30 dagen geleden,03-01-2021,"A writing sample of no more than 5.000 words, such as an essay or part of a master’s thesis.
Developments such as the issuing of virtual currencies,…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=15f3aca132c9d31f&fccid=910095d1dc048510&vjs=3
Back-end PHP Developer,Scribbr,Amsterdam,Meer dan 30 dagen geleden,03-01-2021,"Matching freelance editors and orders via an algorithm based on statistical data.
Scribbr helps more than 500 students daily, offering our Proofreading &…",,https://nl.indeed.com/rc/clk?jk=54a902365ac2e519&fccid=b259d1e2a70b9639&vjs=3
Hue Full Stack Engineer Internship,Signify,Eindhoven,24 dagen geleden,03-01-2021,"Passionate about software engineering and big data.
Design and implement streaming data pipelines with real time analytics.
Skilled in Python 3.x programming.",,https://nl.indeed.com/rc/clk?jk=11610a6f208dac5c&fccid=508609a1a9ea1ca9&vjs=3
PhD position Machine Learning for Network Slice Resource Management,Universiteit van Amsterdam,Amsterdam Centrum,Meer dan 30 dagen geleden,03-01-2021,"Complete and defend your PhD thesis;
This should lead to a dissertation (PhD thesis).
The group focuses its researches on the fundamental architectural problems…","<span class=""salaryText"">
€2.395 - €3.061 per maand</span>",https://nl.indeed.com/rc/clk?jk=8cc387d1efe6a095&fccid=6d76c7ec59b89971&vjs=3
PhD on Sweat analytics for semi-continuous sepsis monitoring,TU Eindhoven,Eindhoven,27 dagen geleden,03-01-2021,"Complex data patterns emerge from sweat measurements, requiring the development of novel data analytics strategies.
Brief description of your MSc thesis.",,https://nl.indeed.com/rc/clk?jk=e6ba38020cfa687f&fccid=b357aa510b1bb882&vjs=3
MSC PROJECT: TUNING STRUCTURE AND SURFACE STRAIN OF FE NANOLAYERS FOR SOLAR FUEL CATALYSIS,Differ,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,The computational MSc thesis project is part of a theory-experiment collaboration effort between DIFFER and our industrial partner.,,https://nl.indeed.com/rc/clk?jk=87cfc7f9dd687e43&fccid=0b7aed8d95890177&vjs=3
PhD in location theory and game theory with applications to counter-terrorism,TU Eindhoven,Eindhoven,19 dagen geleden,03-01-2021,"The research will be concluded with a Ph.D. thesis.
The OPAC group has close collaborations with the industry, which gives direct access to challenging…",,https://nl.indeed.com/rc/clk?jk=1e682ebb5e42f10a&fccid=b357aa510b1bb882&vjs=3
PhD: High performance InP photonics for large-scale micro-transfer printing,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"Half-page summary of your MSc thesis;
Photonic integrated circuit (PIC) technology powers the modern internet, enabling video calls, data-mining and associated…",,https://nl.indeed.com/rc/clk?jk=34d20bf938e901a6&fccid=b357aa510b1bb882&vjs=3
PhD position in AI / Deep Learning: Sparse Training and Autonomous Driving,TU Eindhoven,Eindhoven,22 dagen geleden,03-01-2021,"At least one sample of academic writing, e.g. MSc thesis, research internship report, an academic publication etc;
The ideal candidate we are looking for has:",,https://nl.indeed.com/rc/clk?jk=34aabf75e6e00b64&fccid=b357aa510b1bb882&vjs=3
Intern Quality Information Systems,NXP Semiconductors,Eindhoven,25 dagen geleden,03-01-2021,"Familiar with data modeling and some programming experience.
The assignment is also suitable for a thesis/graduation project.
WHAT’S IN IT FOR YOU?",,https://nl.indeed.com/rc/clk?jk=19ad789cf5b0ccfe&fccid=d113f5fdf3e1cb7b&vjs=3
Ph.D. positions on ultra-reliable intra-aircraft wireless communication,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"Brief description of your MSc thesis.
ADENEAS aims at developing advanced technologies for intra-aircraft data communication and power distribution.",,https://nl.indeed.com/rc/clk?jk=5ba4943537044e75&fccid=b357aa510b1bb882&vjs=3
PhD position in Information Systems/Business Intelligence,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"The research will be concluded with a Ph.D. thesis.
Modern laboratory experiments in bio-medical disciplines generate large amounts of structured heterogeneous…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=186c26bf5141fb52&fccid=b357aa510b1bb882&vjs=3
PhD on the Physics of Organic Thermoelectrics in EU Training Network HORATES,Rijksuniversiteit Groningen,Groningen,26 dagen geleden,03-01-2021,"Your data will be processed by the University of Groningen, based in Groningen, Broerstraat 5, acting as Data Controller, in compliance with the rules on…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=02acc2e723a28779&fccid=910095d1dc048510&vjs=3
Postdoctoral fellow on decision support in food systems,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"Has the ability to conduct high-quality academic research, demonstrated for instance by a relevant PhD thesis and publication(s).",,https://nl.indeed.com/rc/clk?jk=915b53623f57f735&fccid=b357aa510b1bb882&vjs=3
PhD in Quantum System Testbed: Fibre-based coherent quantum communication,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"The interest in QKD has risen in recent years, primarily due to the rapid progress in computation hardware, lower cost of data storage, and maturity of quantum…","<span class=""salaryText"">
€2.395 per maand</span>",https://nl.indeed.com/rc/clk?jk=78d4367f42f9ebe1&fccid=b357aa510b1bb882&vjs=3
PhD Position on Quantum Cybersecurity,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"The interest in QKD has risen in recent years, primarily due to the rapid progress in computation hardware, lower cost of data storage, and maturity of quantum…",,https://nl.indeed.com/rc/clk?jk=162fe721073141d7&fccid=b357aa510b1bb882&vjs=3
PostDoc in the field of Quantum Cryptography Test-bed,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,"The interest in QKD has risen in recent years, primarily due to the rapid progress in computation hardware, lower cost of data storage, and maturity of quantum…",,https://nl.indeed.com/rc/clk?jk=6d37cc529f279863&fccid=b357aa510b1bb882&vjs=3
PhD candidate 'Early Health Technology Assessment for new AI tools in healthcare',Radboudumc,Nijmegen,24 dagen geleden,03-01-2021,"The ambition and academic skills to write and present scientific papers as well as to perform data-analysis.
AI-based technologies are developed at a rapid pace…",,https://nl.indeed.com/rc/clk?jk=efa767b6bb9c8364&fccid=e8496aed9e5da069&vjs=3
PhD Position on Quantum secured data communication for IoTalentum control plane,TU Eindhoven,Eindhoven,Meer dan 30 dagen geleden,03-01-2021,Objective: To conceive and experimental validate a secure data transmission link using vortex beam signaling both in wireless and optical fibre transmission ink…,,https://nl.indeed.com/rc/clk?jk=70d473220bf9cdf8&fccid=b357aa510b1bb882&vjs=3
